date;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
25.1.2000;-0.3;-0.266730352;-0.24261499;-0.224567691;-0.210852872;-0.200462558;-0.192761099;-0.187309494;-0.183819441;-0.182115811;-0.182115811;-0.183819441;-0.187309494;-0.192761099;-0.200462558;-0.210852872;-0.224567691;-0.24261499;-0.266730352;-0.3
26.1.2000;-0.3;-0.267905022;-0.244421932;-0.226746597;-0.213261127;-0.203010228;-0.195391905;-0.189990132;-0.186528058;-0.184836985;-0.184836985;-0.186528058;-0.189990132;-0.195391905;-0.203010228;-0.213261127;-0.226746597;-0.244421932;-0.267905022;-0.3
27.1.2000;-0.3;-0.269018772;-0.24614487;-0.228832319;-0.215573938;-0.20546421;-0.197930136;-0.192579597;-0.189146626;-0.187468716;-0.187468716;-0.189146626;-0.192579597;-0.197930136;-0.20546421;-0.215573938;-0.228832319;-0.24614487;-0.269018772;-0.3
28.1.2000;-0.3;-0.270065452;-0.247777222;-0.230818111;-0.21778381;-0.207815668;-0.200367182;-0.195069171;-0.19166628;-0.190002047;-0.190002047;-0.19166628;-0.195069171;-0.200367182;-0.207815668;-0.21778381;-0.230818111;-0.247777222;-0.270065452;-0.3
29.1.2000;-0.3;-0.271083088;-0.249364825;-0.232751664;-0.219938687;-0.210112488;-0.20275173;-0.197506575;-0.194134378;-0.192484213;-0.192484213;-0.194134378;-0.197506575;-0.20275173;-0.210112488;-0.219938687;-0.232751664;-0.249364825;-0.271083088;-0.3
30.1.2000;-0.3;-0.272017583;-0.250844773;-0.234568527;-0.221973578;-0.212289248;-0.205017898;-0.199825757;-0.196484529;-0.194848622;-0.194848622;-0.196484529;-0.199825757;-0.205017898;-0.212289248;-0.221973578;-0.234568527;-0.250844773;-0.272017583;-0.3
31.1.2000;-0.3;-0.272918906;-0.25227361;-0.236326031;-0.223945665;-0.214402647;-0.207221684;-0.202083825;-0.198773675;-0.197152168;-0.197152168;-0.198773675;-0.202083825;-0.207221684;-0.214402647;-0.223945665;-0.236326031;-0.25227361;-0.272918906;-0.3
1.2.2000;-0.3;-0.273774743;-0.253639094;-0.238012294;-0.225843025;-0.216440527;-0.209350859;-0.204269096;-0.200989595;-0.199382394;-0.199382394;-0.200989595;-0.204269096;-0.209350859;-0.216440527;-0.225843025;-0.238012294;-0.253639094;-0.273774743;-0.3
2.2.2000;-0.3;-0.274577602;-0.254931685;-0.239617281;-0.227655384;-0.218392351;-0.211394617;-0.206370407;-0.203123244;-0.201529751;-0.201529751;-0.203123244;-0.206370407;-0.211394617;-0.218392351;-0.227655384;-0.239617281;-0.254931685;-0.274577602;-0.3
3.2.2000;-0.3;-0.275350097;-0.256177918;-0.241168163;-0.229409982;-0.220285216;-0.21337986;-0.208414561;-0.205201625;-0.203623591;-0.203623591;-0.205201625;-0.208414561;-0.21337986;-0.220285216;-0.229409982;-0.241168163;-0.256177918;-0.275350097;-0.3
4.2.2000;-0.3;-0.276087669;-0.257373969;-0.242661787;-0.231103539;-0.222115644;-0.215302821;-0.210397428;-0.207219968;-0.205658317;-0.205658317;-0.207219968;-0.210397428;-0.215302821;-0.222115644;-0.231103539;-0.242661787;-0.257373969;-0.276087669;-0.3
5.2.2000;-0.3;-0.276803794;-0.258536631;-0.24411582;-0.232754086;-0.223901607;-0.217181212;-0.212336368;-0.2091952;-0.207650493;-0.207650493;-0.2091952;-0.212336368;-0.217181212;-0.223901607;-0.232754086;-0.24411582;-0.258536631;-0.276803794;-0.3
6.2.2000;-0.3;-0.275534613;-0.257234937;-0.242978093;-0.231774296;-0.223044071;-0.216411817;-0.211626867;-0.208522574;-0.206995373;-0.206995373;-0.208522574;-0.211626867;-0.216411817;-0.223044071;-0.231774296;-0.242978093;-0.257234937;-0.275534613;-0.3
7.2.2000;-0.3;-0.273522518;-0.254766891;-0.240488089;-0.229364976;-0.220725289;-0.214168486;-0.20943903;-0.20637055;-0.204860799;-0.204860799;-0.20637055;-0.20943903;-0.214168486;-0.220725289;-0.229364976;-0.240488089;-0.254766891;-0.273522518;-0.3
8.2.2000;-0.3;-0.272198694;-0.252926974;-0.238511365;-0.227396103;-0.21880773;-0.212306871;-0.207623819;-0.20458726;-0.20309358;-0.20309358;-0.20458726;-0.207623819;-0.212306871;-0.21880773;-0.227396103;-0.238511365;-0.252926974;-0.272198694;-0.3
9.2.2000;-0.3;-0.273854753;-0.254720542;-0.240288113;-0.229184911;-0.220632246;-0.214172993;-0.209526314;-0.206515661;-0.205035286;-0.205035286;-0.206515661;-0.209526314;-0.214172993;-0.220632246;-0.229184911;-0.240288113;-0.254720542;-0.273854753;-0.3
10.2.2000;-0.3;-0.275107099;-0.256336052;-0.242005342;-0.230948761;-0.222434819;-0.216011374;-0.211394537;-0.208405021;-0.206935536;-0.206935536;-0.208405021;-0.211394537;-0.216011374;-0.222434819;-0.230948761;-0.242005342;-0.256336052;-0.275107099;-0.3
11.2.2000;-0.3;-0.259011937;-0.236650966;-0.221279878;-0.209865088;-0.201197304;-0.194654513;-0.189955231;-0.186914747;-0.185421001;-0.185421001;-0.186914747;-0.189955231;-0.194654513;-0.201197304;-0.209865088;-0.221279878;-0.236650966;-0.259011937;-0.3
12.2.2000;-0.3;-0.259557055;-0.235614249;-0.219329195;-0.207460527;-0.198583386;-0.191979497;-0.187270869;-0.184235986;-0.182747804;-0.182747804;-0.184235986;-0.187270869;-0.191979497;-0.198583386;-0.207460527;-0.219329195;-0.235614249;-0.259557055;-0.3
13.2.2000;-0.3;-0.258241483;-0.233178212;-0.216131201;-0.203802969;-0.194667697;-0.187937987;-0.183173509;-0.180116455;-0.178621089;-0.178621089;-0.180116455;-0.183173509;-0.187937987;-0.194667697;-0.203802969;-0.216131201;-0.233178212;-0.258241483;-0.3
14.2.2000;-0.3;-0.261629095;-0.236677214;-0.21931053;-0.20669034;-0.197370793;-0.190546024;-0.185738477;-0.182664934;-0.181164714;-0.181164714;-0.182664934;-0.185738477;-0.190546024;-0.197370793;-0.20669034;-0.21931053;-0.236677214;-0.261629095;-0.3
15.2.2000;-0.3;-0.264335832;-0.239946898;-0.222566425;-0.209809731;-0.200361738;-0.193451171;-0.188593524;-0.18549406;-0.183983171;-0.183983171;-0.18549406;-0.188593524;-0.193451171;-0.200361738;-0.209809731;-0.222566425;-0.239946898;-0.264335832;-0.3
16.2.2000;-0.3;-0.266222489;-0.242473935;-0.225237128;-0.212454756;-0.202936545;-0.195959573;-0.191054625;-0.187926402;-0.1864022;-0.1864022;-0.187926402;-0.191054625;-0.195959573;-0.202936545;-0.212454756;-0.225237128;-0.242473935;-0.266222489;-0.3
17.2.2000;-0.3;-0.267809154;-0.244708327;-0.227696827;-0.214963333;-0.205424799;-0.198407121;-0.193466424;-0.190313585;-0.188777123;-0.188777123;-0.190313585;-0.193466424;-0.198407121;-0.205424799;-0.214963333;-0.227696827;-0.244708327;-0.267809154;-0.3
18.2.2000;-0.3;-0.269191493;-0.246721951;-0.229978473;-0.2173428;-0.207822367;-0.200788614;-0.195825999;-0.192655416;-0.191109416;-0.191109416;-0.192655416;-0.195825999;-0.200788614;-0.207822367;-0.2173428;-0.229978473;-0.246721951;-0.269191493;-0.3
19.2.2000;-0.3;-0.270424919;-0.248562703;-0.232109035;-0.219603387;-0.210130412;-0.203102997;-0.19813087;-0.194949774;-0.19339748;-0.19339748;-0.194949774;-0.19813087;-0.203102997;-0.210130412;-0.219603387;-0.232109035;-0.248562703;-0.270424919;-0.3
20.2.2000;-0.3;-0.271542785;-0.250262189;-0.234108458;-0.22175395;-0.212350225;-0.205347208;-0.200377169;-0.197192633;-0.195637359;-0.195637359;-0.197192633;-0.200377169;-0.205347208;-0.212350225;-0.22175395;-0.234108458;-0.250262189;-0.271542785;-0.3
21.2.2000;-0.3;-0.272573138;-0.251850226;-0.236000195;-0.223810644;-0.214492229;-0.207528063;-0.202571243;-0.199389067;-0.197833701;-0.197833701;-0.199389067;-0.202571243;-0.207528063;-0.214492229;-0.223810644;-0.236000195;-0.251850226;-0.272573138;-0.3
22.2.2000;-0.3;-0.273526688;-0.253338334;-0.23779186;-0.225776137;-0.216554823;-0.209641038;-0.204706996;-0.201532345;-0.199979304;-0.199979304;-0.201532345;-0.204706996;-0.209641038;-0.216554823;-0.225776137;-0.23779186;-0.253338334;-0.273526688;-0.3
23.2.2000;-0.3;-0.274459122;-0.254793766;-0.239550961;-0.227715383;-0.21860009;-0.211745938;-0.20684277;-0.203682006;-0.202133295;-0.202133295;-0.203682006;-0.20684277;-0.211745938;-0.21860009;-0.227715383;-0.239550961;-0.254793766;-0.274459122;-0.3
24.2.2000;-0.3;-0.275394365;-0.256250881;-0.241314137;-0.229664186;-0.220662068;-0.213875066;-0.209009494;-0.205867874;-0.204326863;-0.204326863;-0.205867874;-0.209009494;-0.213875066;-0.220662068;-0.229664186;-0.241314137;-0.256250881;-0.275394365;-0.3
25.2.2000;-0.3;-0.276145198;-0.257483227;-0.242845937;-0.231383271;-0.222499155;-0.215785073;-0.210962502;-0.207844209;-0.206313278;-0.206313278;-0.207844209;-0.210962502;-0.215785073;-0.222499155;-0.231383271;-0.242845937;-0.257483227;-0.276145198;-0.3
26.2.2000;-0.3;-0.276878542;-0.258676083;-0.24433049;-0.233054809;-0.224291707;-0.217654788;-0.212879412;-0.209787708;-0.208268648;-0.208268648;-0.209787708;-0.212879412;-0.217654788;-0.224291707;-0.233054809;-0.24433049;-0.258676083;-0.276878542;-0.3
27.2.2000;-0.3;-0.277703029;-0.259972447;-0.245919212;-0.234831504;-0.226191839;-0.219635325;-0.214910386;-0.211847796;-0.210341979;-0.210341979;-0.211847796;-0.214910386;-0.219635325;-0.226191839;-0.234831504;-0.245919212;-0.259972447;-0.277703029;-0.3
28.2.2000;-0.3;-0.229852043;-0.200690268;-0.182108965;-0.168659354;-0.158335423;-0.150288662;-0.144379495;-0.140497347;-0.138572668;-0.138572668;-0.140497347;-0.144379495;-0.150288662;-0.158335423;-0.168659354;-0.182108965;-0.200690268;-0.229852043;-0.3
29.2.2000;-0.3;-0.226813584;-0.192481066;-0.171028054;-0.156025866;-0.144919891;-0.13662364;-0.130652672;-0.12676835;-0.124851349;-0.124851349;-0.12676835;-0.130652672;-0.13662364;-0.144919891;-0.156025866;-0.171028054;-0.192481066;-0.226813584;-0.3
1.3.2000;-0.3;-0.087623533;-0.013898894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.013898894;-0.087623533;-0.3
2.3.2000;-0.3;-0.140732267;-0.092809373;-0.068337828;-0.053771556;-0.044292903;-0.037863388;-0.033531767;-0.030846466;-0.029559266;-0.029559266;-0.030846466;-0.033531767;-0.037863388;-0.044292903;-0.053771556;-0.068337828;-0.092809373;-0.140732267;-0.3
3.3.2000;-0.3;-0.170058959;-0.124392699;-0.098743028;-0.081945544;-0.070396684;-0.062364157;-0.056913776;-0.053518026;-0.051885526;-0.051885526;-0.053518026;-0.056913776;-0.062364157;-0.070396684;-0.081945544;-0.098743028;-0.124392699;-0.170058959;-0.3
4.3.2000;-0.3;-0.188207071;-0.143510686;-0.117576115;-0.10024821;-0.088026383;-0.079359242;-0.073406942;-0.069667905;-0.067861775;-0.067861775;-0.069667905;-0.073406942;-0.079359242;-0.088026383;-0.10024821;-0.117576115;-0.143510686;-0.188207071;-0.3
5.3.2000;-0.3;-0.200900919;-0.157275704;-0.131391762;-0.113957214;-0.101568656;-0.092696059;-0.086541662;-0.082648607;-0.08076033;-0.08076033;-0.082648607;-0.086541662;-0.092696059;-0.101568656;-0.113957214;-0.131391762;-0.157275704;-0.200900919;-0.3
6.3.2000;-0.3;-0.210668668;-0.168253867;-0.142519616;-0.125132595;-0.112752861;-0.103864012;-0.097676987;-0.09375179;-0.091844329;-0.091844329;-0.09375179;-0.097676987;-0.103864012;-0.112752861;-0.125132595;-0.142519616;-0.168253867;-0.210668668;-0.3
7.3.2000;-0.3;-0.21831945;-0.177171265;-0.151650778;-0.134356442;-0.12201873;-0.113160791;-0.106990637;-0.103071799;-0.101165834;-0.101165834;-0.103071799;-0.106990637;-0.113160791;-0.12201873;-0.134356442;-0.151650778;-0.177171265;-0.21831945;-0.3
8.3.2000;-0.3;-0.22463282;-0.184779139;-0.159550371;-0.142376419;-0.130122175;-0.121305007;-0.115169402;-0.111273771;-0.109379051;-0.109379051;-0.111273771;-0.115169402;-0.121305007;-0.130122175;-0.142376419;-0.159550371;-0.184779139;-0.22463282;-0.3
9.3.2000;-0.3;-0.229925593;-0.191359831;-0.166494422;-0.149439471;-0.137273688;-0.128518186;-0.122409771;-0.118531245;-0.116646241;-0.116646241;-0.118531245;-0.122409771;-0.128518186;-0.137273688;-0.149439471;-0.166494422;-0.191359831;-0.229925593;-0.3
10.3.2000;-0.3;-0.234493511;-0.197189545;-0.172734689;-0.15581192;-0.14373836;-0.135055368;-0.12899609;-0.125141328;-0.123264331;-0.123264331;-0.125141328;-0.12899609;-0.135055368;-0.14373836;-0.15581192;-0.172734689;-0.197189545;-0.234493511;-0.3
11.3.2000;-0.3;-0.238491974;-0.20240968;-0.178395578;-0.161624468;-0.149643563;-0.141035733;-0.13503408;-0.131217265;-0.129358807;-0.129358807;-0.131217265;-0.13503408;-0.141035733;-0.149643563;-0.161624468;-0.178395578;-0.20240968;-0.238491974;-0.3
12.3.2000;-0.3;-0.242019151;-0.207113852;-0.183559859;-0.166966095;-0.155065523;-0.146524759;-0.140577411;-0.136798617;-0.134959636;-0.134959636;-0.136798617;-0.140577411;-0.146524759;-0.155065523;-0.166966095;-0.183559859;-0.207113852;-0.242019151;-0.3
13.3.2000;-0.3;-0.24534;-0.211592594;-0.188520735;-0.172123883;-0.160307118;-0.151831991;-0.145937746;-0.142196637;-0.140377192;-0.140377192;-0.142196637;-0.145937746;-0.151831991;-0.160307118;-0.172123883;-0.188520735;-0.211592594;-0.24534;-0.3
14.3.2000;-0.3;-0.24811171;-0.215437273;-0.192843322;-0.176654244;-0.164927837;-0.156499446;-0.150643447;-0.14693007;-0.145125209;-0.145125209;-0.14693007;-0.150643447;-0.156499446;-0.164927837;-0.176654244;-0.192843322;-0.215437273;-0.24811171;-0.3
15.3.2000;-0.3;-0.250691075;-0.219040333;-0.196923106;-0.180954951;-0.169327466;-0.160942961;-0.155120862;-0.151431756;-0.149639642;-0.149639642;-0.151431756;-0.155120862;-0.160942961;-0.169327466;-0.180954951;-0.196923106;-0.219040333;-0.250691075;-0.3
16.3.2000;-0.3;-0.253053245;-0.222379926;-0.200735408;-0.184998174;-0.173479119;-0.165145392;-0.1593462;-0.155674716;-0.153892187;-0.153892187;-0.155674716;-0.1593462;-0.165145392;-0.173479119;-0.184998174;-0.200735408;-0.222379926;-0.253053245;-0.3
17.3.2000;-0.3;-0.255172929;-0.225423331;-0.204244709;-0.188740783;-0.177336449;-0.169057268;-0.163281285;-0.159619797;-0.157843092;-0.157843092;-0.159619797;-0.163281285;-0.169057268;-0.177336449;-0.188740783;-0.204244709;-0.225423331;-0.255172929;-0.3
18.3.2000;-0.3;-0.257461666;-0.228660069;-0.207959017;-0.192700567;-0.181423297;-0.173208189;-0.167463331;-0.163813912;-0.162039947;-0.162039947;-0.163813912;-0.167463331;-0.173208189;-0.181423297;-0.192700567;-0.207959017;-0.228660069;-0.257461666;-0.3
19.3.2000;-0.3;-0.259206911;-0.231262135;-0.211020108;-0.196006209;-0.184858401;-0.176710399;-0.170999702;-0.167366917;-0.165599608;-0.165599608;-0.167366917;-0.170999702;-0.176710399;-0.184858401;-0.196006209;-0.211020108;-0.231262135;-0.259206911;-0.3
20.3.2000;-0.3;-0.247081616;-0.216940363;-0.196122033;-0.180860376;-0.169555624;-0.161261666;-0.155373396;-0.151594616;-0.149746976;-0.149746976;-0.151594616;-0.155373396;-0.161261666;-0.169555624;-0.180860376;-0.196122033;-0.216940363;-0.247081616;-0.3
21.3.2000;-0.3;-0.247830049;-0.216941267;-0.195771074;-0.180423654;-0.169125177;-0.160870172;-0.155053509;-0.151331078;-0.149512541;-0.149512541;-0.151331078;-0.155053509;-0.160870172;-0.169125177;-0.180423654;-0.195771074;-0.216941267;-0.247830049;-0.3
22.3.2000;-0.3;-0.251386065;-0.220894207;-0.199748352;-0.184426886;-0.173174658;-0.164983078;-0.159243007;-0.155588355;-0.153807744;-0.153807744;-0.155588355;-0.159243007;-0.164983078;-0.173174658;-0.184426886;-0.199748352;-0.220894207;-0.251386065;-0.3
23.3.2000;-0.3;-0.254134936;-0.224374532;-0.203457155;-0.188224736;-0.17702387;-0.16887474;-0.16317214;-0.159547257;-0.157785017;-0.157785017;-0.159547257;-0.16317214;-0.16887474;-0.17702387;-0.188224736;-0.203457155;-0.224374532;-0.254134936;-0.3
24.3.2000;-0.3;-0.256512937;-0.227585782;-0.207004854;-0.191915743;-0.180784819;-0.172675892;-0.166999723;-0.163389756;-0.161633454;-0.161633454;-0.163389756;-0.166999723;-0.172675892;-0.180784819;-0.191915743;-0.207004854;-0.227585782;-0.256512937;-0.3
25.3.2000;-0.3;-0.258585414;-0.230500236;-0.210305495;-0.195396996;-0.184354877;-0.176291991;-0.170641653;-0.167046406;-0.165296887;-0.165296887;-0.167046406;-0.170641653;-0.176291991;-0.184354877;-0.195396996;-0.210305495;-0.230500236;-0.258585414;-0.3
26.3.2000;-0.3;-0.260443638;-0.233179264;-0.213391142;-0.198687229;-0.187750165;-0.179741956;-0.174120809;-0.170541275;-0.168798888;-0.168798888;-0.170541275;-0.174120809;-0.179741956;-0.187750165;-0.198687229;-0.213391142;-0.233179264;-0.260443638;-0.3
27.3.2000;-0.3;-0.262142609;-0.235670077;-0.216294777;-0.20181058;-0.190990903;-0.183045683;-0.17745836;-0.17389656;-0.172161959;-0.172161959;-0.17389656;-0.17745836;-0.183045683;-0.190990903;-0.20181058;-0.216294777;-0.235670077;-0.262142609;-0.3
28.3.2000;-0.3;-0.263718393;-0.238009072;-0.219046764;-0.204793201;-0.194098183;-0.186222395;-0.180673289;-0.177131636;-0.175405767;-0.175405767;-0.177131636;-0.180673289;-0.186222395;-0.194098183;-0.204793201;-0.219046764;-0.238009072;-0.263718393;-0.3
29.3.2000;-0.3;-0.265207085;-0.240237233;-0.221685092;-0.20766769;-0.197104158;-0.189303609;-0.183796879;-0.180277906;-0.178561917;-0.178561917;-0.180277906;-0.183796879;-0.189303609;-0.197104158;-0.20766769;-0.221685092;-0.240237233;-0.265207085;-0.3
30.3.2000;-0.3;-0.258035334;-0.231888373;-0.213169827;-0.199161182;-0.188599525;-0.18078769;-0.175265387;-0.171732756;-0.170008936;-0.170008936;-0.171732756;-0.175265387;-0.18078769;-0.188599525;-0.199161182;-0.213169827;-0.231888373;-0.258035334;-0.3
31.3.2000;-0.3;-0.245586412;-0.216169202;-0.196271819;-0.181735233;-0.170923662;-0.162949737;-0.157267117;-0.153599803;-0.151801202;-0.151801202;-0.153599803;-0.157267117;-0.162949737;-0.170923662;-0.181735233;-0.196271819;-0.216169202;-0.245586412;-0.3
1.4.2000;-0.3;-0.24807917;-0.217767243;-0.197248636;-0.182455379;-0.171570062;-0.163607385;-0.157990962;-0.154391914;-0.152631914;-0.152631914;-0.154391914;-0.157990962;-0.163607385;-0.171570062;-0.182455379;-0.197248636;-0.217767243;-0.24807917;-0.3
2.4.2000;-0.3;-0.252001015;-0.222039487;-0.201399754;-0.186507666;-0.175586204;-0.167635229;-0.162059148;-0.158507566;-0.1567775;-0.1567775;-0.158507566;-0.162059148;-0.167635229;-0.175586204;-0.186507666;-0.201399754;-0.222039487;-0.252001015;-0.3
3.4.2000;-0.3;-0.254868628;-0.225609613;-0.205115411;-0.190228203;-0.179295364;-0.171343949;-0.1657786;-0.162237635;-0.160514838;-0.160514838;-0.162237635;-0.1657786;-0.171343949;-0.179295364;-0.190228203;-0.205115411;-0.225609613;-0.254868628;-0.3
4.4.2000;-0.3;-0.234211811;-0.200694076;-0.178446844;-0.162522388;-0.150681513;-0.141943471;-0.135748822;-0.131768787;-0.129820011;-0.129820011;-0.131768787;-0.135748822;-0.141943471;-0.150681513;-0.162522388;-0.178446844;-0.200694076;-0.234211811;-0.3
5.4.2000;-0.3;-0.232907937;-0.197451867;-0.174247657;-0.157873823;-0.145894577;-0.137116312;-0.130906493;-0.126918136;-0.124964961;-0.124964961;-0.126918136;-0.130906493;-0.137116312;-0.145894577;-0.157873823;-0.174247657;-0.197451867;-0.232907937;-0.3
6.4.2000;-0.3;-0.237898595;-0.202610825;-0.179259985;-0.162842801;-0.15098376;-0.14238055;-0.136334891;-0.13246798;-0.130578539;-0.130578539;-0.13246798;-0.136334891;-0.14238055;-0.15098376;-0.162842801;-0.179259985;-0.202610825;-0.237898595;-0.3
