date;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
1.11.2000;-0.85;-0.478838178;-0.328005234;-0.271413249;-0.238931161;-0.218136922;-0.204601878;-0.196380717;-0.192485851;-0.192485851;-0.196380717;-0.204601878;-0.218136922;-0.238931161;-0.271413249;-0.328005234;-0.478838178;-0.85
2.11.2000;-0.85;-0.439446048;-0.29146358;-0.239810034;-0.208491784;-0.187880708;-0.174340805;-0.166090039;-0.162172036;-0.162172036;-0.166090039;-0.174340805;-0.187880708;-0.208491784;-0.239810034;-0.29146358;-0.439446048;-0.85
3.11.2000;-0.85;-0.441060756;-0.293741484;-0.244088032;-0.213806055;-0.193857638;-0.180765051;-0.172783954;-0.168993854;-0.168993854;-0.172783954;-0.180765051;-0.193857638;-0.213806055;-0.244088032;-0.293741484;-0.441060756;-0.85
4.11.2000;-0.85;-0.443346946;-0.297067652;-0.24846194;-0.218924393;-0.199472075;-0.186700752;-0.178910071;-0.175209229;-0.175209229;-0.178910071;-0.186700752;-0.199472075;-0.218924393;-0.24846194;-0.297067652;-0.443346946;-0.85
5.11.2000;-0.85;-0.44630998;-0.301041019;-0.252918197;-0.223868062;-0.204774636;-0.192230446;-0.18457471;-0.180936693;-0.180936693;-0.18457471;-0.192230446;-0.204774636;-0.223868062;-0.252918197;-0.301041019;-0.44630998;-0.85
6.11.2000;-0.85;-0.449900697;-0.305478023;-0.25743508;-0.228662799;-0.20981393;-0.197425088;-0.189863139;-0.18626883;-0.18626883;-0.189863139;-0.197425088;-0.20981393;-0.228662799;-0.25743508;-0.305478023;-0.449900697;-0.85
7.11.2000;-0.85;-0.454058614;-0.310292649;-0.262000647;-0.233332172;-0.214631083;-0.202343716;-0.194842771;-0.19127729;-0.19127729;-0.194842771;-0.202343716;-0.214631083;-0.233332172;-0.262000647;-0.310292649;-0.454058614;-0.85
8.11.2000;-0.85;-0.458723938;-0.315438027;-0.26661163;-0.237899234;-0.219265596;-0.207039621;-0.199569008;-0.196019053;-0.196019053;-0.199569008;-0.207039621;-0.219265596;-0.237899234;-0.26661163;-0.315438027;-0.458723938;-0.85
9.11.2000;-0.85;-0.429255538;-0.288613601;-0.241858284;-0.213519281;-0.194849793;-0.182502683;-0.174941458;-0.171342562;-0.171342562;-0.174941458;-0.182502683;-0.194849793;-0.213519281;-0.241858284;-0.288613601;-0.429255538;-0.85
10.11.2000;-0.85;-0.405351841;-0.269197911;-0.222069374;-0.193612755;-0.174842051;-0.162469758;-0.154818461;-0.151146668;-0.151146668;-0.154818461;-0.162469758;-0.174842051;-0.193612755;-0.222069374;-0.269197911;-0.405351841;-0.85
11.11.2000;-0.85;-0.410691254;-0.274872104;-0.228003032;-0.19979646;-0.18134059;-0.169249853;-0.161856775;-0.158339682;-0.158339682;-0.161856775;-0.169249853;-0.18134059;-0.19979646;-0.228003032;-0.274872104;-0.410691254;-0.85
12.11.2000;-0.85;-0.416126551;-0.279956818;-0.233644116;-0.205729691;-0.187488463;-0.175564811;-0.168299922;-0.164848079;-0.164848079;-0.168299922;-0.175564811;-0.187488463;-0.205729691;-0.233644116;-0.279956818;-0.416126551;-0.85
13.11.2000;-0.85;-0.421507705;-0.284732489;-0.238993062;-0.211364551;-0.193288038;-0.181471361;-0.174276965;-0.170861298;-0.170861298;-0.174276965;-0.181471361;-0.193288038;-0.211364551;-0.238993062;-0.284732489;-0.421507705;-0.85
14.11.2000;-0.85;-0.426826969;-0.289394067;-0.244100063;-0.216711241;-0.198765013;-0.187022492;-0.179870099;-0.176474257;-0.176474257;-0.179870099;-0.187022492;-0.198765013;-0.216711241;-0.244100063;-0.289394067;-0.426826969;-0.85
15.11.2000;-0.85;-0.432133938;-0.294087441;-0.249026458;-0.221804585;-0.203958291;-0.192263865;-0.185135985;-0.181750658;-0.181750658;-0.185135985;-0.192263865;-0.203958291;-0.221804585;-0.249026458;-0.294087441;-0.432133938;-0.85
16.11.2000;-0.85;-0.43749648;-0.29891109;-0.253831347;-0.226688059;-0.208907891;-0.197238509;-0.190122164;-0.18674111;-0.18674111;-0.190122164;-0.197238509;-0.208907891;-0.226688059;-0.253831347;-0.29891109;-0.43749648;-0.85
17.11.2000;-0.85;-0.442978972;-0.303931718;-0.25856465;-0.231399954;-0.213644424;-0.20198175;-0.194865922;-0.191484233;-0.191484233;-0.194865922;-0.20198175;-0.213644424;-0.231399954;-0.25856465;-0.303931718;-0.442978972;-0.85
18.11.2000;-0.85;-0.448635411;-0.309194094;-0.263267751;-0.235976761;-0.218202391;-0.206532204;-0.199401905;-0.196013678;-0.196013678;-0.199401905;-0.206532204;-0.218202391;-0.235976761;-0.263267751;-0.309194094;-0.448635411;-0.85
19.11.2000;-0.85;-0.45450452;-0.314720023;-0.267971948;-0.240448997;-0.222609695;-0.210913458;-0.203761397;-0.200359226;-0.200359226;-0.203761397;-0.210913458;-0.222609695;-0.240448997;-0.267971948;-0.314720023;-0.45450452;-0.85
20.11.2000;-0.85;-0.460601764;-0.320504692;-0.272699386;-0.244845036;-0.226892279;-0.215150301;-0.207972265;-0.204555311;-0.204555311;-0.207972265;-0.215150301;-0.226892279;-0.244845036;-0.272699386;-0.320504692;-0.460601764;-0.85
21.11.2000;-0.85;-0.466910572;-0.326509252;-0.277458442;-0.249181949;-0.231069847;-0.219261608;-0.212050917;-0.20861862;-0.20861862;-0.212050917;-0.219261608;-0.231069847;-0.249181949;-0.277458442;-0.326509252;-0.466910572;-0.85
22.11.2000;-0.85;-0.47338136;-0.332656989;-0.282242341;-0.253468721;-0.235157338;-0.223263006;-0.216011603;-0.212561588;-0.212561588;-0.216011603;-0.223263006;-0.235157338;-0.253468721;-0.282242341;-0.332656989;-0.47338136;-0.85
23.11.2000;-0.85;-0.479938165;-0.338836913;-0.287027027;-0.257705916;-0.23916383;-0.227165813;-0.21986549;-0.216394863;-0.216394863;-0.21986549;-0.227165813;-0.23916383;-0.257705916;-0.287027027;-0.338836913;-0.479938165;-0.85
24.11.2000;-0.85;-0.486504273;-0.344955868;-0.291778318;-0.261888315;-0.243095402;-0.230978906;-0.223622031;-0.220127882;-0.220127882;-0.223622031;-0.230978906;-0.243095402;-0.261888315;-0.291778318;-0.344955868;-0.486504273;-0.85
25.11.2000;-0.85;-0.49302444;-0.350955508;-0.296464032;-0.266008352;-0.246955372;-0.234709126;-0.227289192;-0.223768824;-0.223768824;-0.227289192;-0.234709126;-0.246955372;-0.266008352;-0.296464032;-0.350955508;-0.49302444;-0.85
26.11.2000;-0.85;-0.499470545;-0.35680186;-0.301056202;-0.27005739;-0.250742786;-0.238361047;-0.230873627;-0.227324915;-0.227324915;-0.230873627;-0.238361047;-0.250742786;-0.27005739;-0.301056202;-0.35680186;-0.499470545;-0.85
27.11.2000;-0.85;-0.505831298;-0.362474351;-0.305527921;-0.274024234;-0.254453668;-0.241935193;-0.234377821;-0.230799359;-0.230799359;-0.234377821;-0.241935193;-0.254453668;-0.274024234;-0.305527921;-0.362474351;-0.505831298;-0.85
28.11.2000;-0.85;-0.512114997;-0.367963997;-0.309858561;-0.277901842;-0.258087837;-0.245436589;-0.237807093;-0.234197785;-0.234197785;-0.237807093;-0.245436589;-0.258087837;-0.277901842;-0.309858561;-0.367963997;-0.512114997;-0.85
29.11.2000;-0.85;-0.518343529;-0.373275172;-0.314029599;-0.281682693;-0.261642878;-0.248864621;-0.241163767;-0.23752348;-0.23752348;-0.241163767;-0.248864621;-0.261642878;-0.281682693;-0.314029599;-0.373275172;-0.518343529;-0.85
30.11.2000;-0.85;-0.524549869;-0.378419155;-0.318025414;-0.285361288;-0.265116833;-0.252219827;-0.244451663;-0.24077978;-0.24077978;-0.244451663;-0.252219827;-0.265116833;-0.285361288;-0.318025414;-0.378419155;-0.524549869;-0.85
1.12.2000;-0.85;-0.530761922;-0.383414136;-0.32183926;-0.288932681;-0.268508121;-0.25550261;-0.247672306;-0.243971261;-0.243971261;-0.247672306;-0.25550261;-0.268508121;-0.288932681;-0.32183926;-0.383414136;-0.530761922;-0.85
2.12.2000;-0.85;-0.536997181;-0.388275987;-0.325474005;-0.292395616;-0.271816526;-0.258713828;-0.250827103;-0.247099855;-0.247099855;-0.250827103;-0.258713828;-0.271816526;-0.292395616;-0.325474005;-0.388275987;-0.536997181;-0.85
3.12.2000;-0.85;-0.543259915;-0.393015362;-0.328936502;-0.295750469;-0.275042017;-0.261853768;-0.253916513;-0.250165752;-0.250165752;-0.253916513;-0.261853768;-0.275042017;-0.295750469;-0.328936502;-0.393015362;-0.543259915;-0.85
4.12.2000;-0.85;-0.549544293;-0.397640826;-0.332236854;-0.298999216;-0.278185492;-0.264923155;-0.256941227;-0.253169533;-0.253169533;-0.256941227;-0.264923155;-0.278185492;-0.298999216;-0.332236854;-0.397640826;-0.549544293;-0.85
5.12.2000;-0.85;-0.555834389;-0.402158556;-0.335387255;-0.302144526;-0.281247918;-0.26792243;-0.259901491;-0.256111344;-0.256111344;-0.259901491;-0.26792243;-0.281247918;-0.302144526;-0.335387255;-0.402158556;-0.555834389;-0.85
6.12.2000;-0.85;-0.562106181;-0.40657377;-0.338403793;-0.305191684;-0.284232638;-0.270853542;-0.262798759;-0.258992464;-0.258992464;-0.262798759;-0.270853542;-0.284232638;-0.305191684;-0.338403793;-0.40657377;-0.562106181;-0.85
7.12.2000;-0.85;-0.559524784;-0.403075939;-0.334419443;-0.301110412;-0.280171395;-0.266796622;-0.258739787;-0.25493147;-0.25493147;-0.258739787;-0.266796622;-0.280171395;-0.301110412;-0.334419443;-0.403075939;-0.559524784;-0.85
8.12.2000;-0.85;-0.565231526;-0.407305571;-0.337591026;-0.304202989;-0.283182184;-0.269759767;-0.261674709;-0.257852918;-0.257852918;-0.261674709;-0.269759767;-0.283182184;-0.304202989;-0.337591026;-0.407305571;-0.565231526;-0.85
9.12.2000;-0.85;-0.570967176;-0.411476669;-0.340583101;-0.30720763;-0.286124701;-0.272657158;-0.264545783;-0.260711783;-0.260711783;-0.264545783;-0.272657158;-0.286124701;-0.30720763;-0.340583101;-0.411476669;-0.570967176;-0.85
10.12.2000;-0.85;-0.573023211;-0.412294835;-0.340545888;-0.307166325;-0.286069851;-0.272586188;-0.264463276;-0.260623578;-0.260623578;-0.264463276;-0.272586188;-0.286069851;-0.307166325;-0.340545888;-0.412294835;-0.573023211;-0.85
11.12.2000;-0.85;-0.578513316;-0.416320693;-0.343460083;-0.310089346;-0.288943741;-0.27542223;-0.26727702;-0.263426948;-0.263426948;-0.26727702;-0.27542223;-0.288943741;-0.310089346;-0.343460083;-0.416320693;-0.578513316;-0.85
12.12.2000;-0.85;-0.583934182;-0.42028854;-0.346273637;-0.312936634;-0.291753159;-0.27819672;-0.270030577;-0.266170867;-0.266170867;-0.270030577;-0.27819672;-0.291753159;-0.312936634;-0.346273637;-0.42028854;-0.583934182;-0.85
13.12.2000;-0.85;-0.589216406;-0.424201196;-0.349036018;-0.315717684;-0.294501346;-0.280912225;-0.272726262;-0.268857456;-0.268857456;-0.272726262;-0.280912225;-0.294501346;-0.315717684;-0.349036018;-0.424201196;-0.589216406;-0.85
14.12.2000;-0.85;-0.594290697;-0.428069092;-0.351791465;-0.318446596;-0.297194034;-0.283572523;-0.275366791;-0.271489075;-0.271489075;-0.275366791;-0.283572523;-0.297194034;-0.318446596;-0.351791465;-0.428069092;-0.594290697;-0.85
15.12.2000;-0.85;-0.599101436;-0.431904408;-0.354573977;-0.321137826;-0.299837956;-0.286181389;-0.277954847;-0.274067979;-0.274067979;-0.277954847;-0.286181389;-0.299837956;-0.321137826;-0.354573977;-0.431904408;-0.599101436;-0.85
16.12.2000;-0.85;-0.603611686;-0.435719321;-0.357407525;-0.323804599;-0.302440512;-0.288743151;-0.280493671;-0.276596959;-0.276596959;-0.280493671;-0.288743151;-0.302440512;-0.323804599;-0.357407525;-0.435719321;-0.603611686;-0.85
17.12.2000;-0.85;-0.607798311;-0.439524918;-0.360308166;-0.326457516;-0.305008702;-0.291262404;-0.282986886;-0.279078967;-0.279078967;-0.282986886;-0.291262404;-0.305008702;-0.326457516;-0.360308166;-0.439524918;-0.607798311;-0.85
18.12.2000;-0.85;-0.611653607;-0.443330932;-0.363284962;-0.329103907;-0.307548376;-0.293743408;-0.285437865;-0.281516823;-0.281516823;-0.285437865;-0.293743408;-0.307548376;-0.329103907;-0.363284962;-0.443330932;-0.611653607;-0.85
19.12.2000;-0.85;-0.615182011;-0.447145808;-0.366341093;-0.331748074;-0.310064288;-0.296190192;-0.28784987;-0.283914083;-0.283914083;-0.28784987;-0.296190192;-0.310064288;-0.331748074;-0.366341093;-0.447145808;-0.615182011;-0.85
20.12.2000;-0.85;-0.618398688;-0.450978199;-0.369476111;-0.334391613;-0.312560122;-0.298606549;-0.290226279;-0.286273792;-0.286273792;-0.290226279;-0.298606549;-0.312560122;-0.334391613;-0.369476111;-0.450978199;-0.618398688;-0.85
21.12.2000;-0.85;-0.621327425;-0.45483567;-0.372684426;-0.33703263;-0.315037684;-0.300995223;-0.292569784;-0.288598412;-0.288598412;-0.292569784;-0.300995223;-0.315037684;-0.33703263;-0.372684426;-0.45483567;-0.621327425;-0.85
22.12.2000;-0.85;-0.623999937;-0.458725469;-0.375956329;-0.339666335;-0.317497395;-0.303358374;-0.294882895;-0.290890434;-0.290890434;-0.294882895;-0.303358374;-0.317497395;-0.339666335;-0.375956329;-0.458725469;-0.623999937;-0.85
23.12.2000;-0.85;-0.626454355;-0.46265326;-0.379278504;-0.342285831;-0.31993832;-0.305697447;-0.297167764;-0.293152169;-0.293152169;-0.297167764;-0.305697447;-0.31993832;-0.342285831;-0.379278504;-0.46265326;-0.626454355;-0.85
24.12.2000;-0.85;-0.628733565;-0.466620628;-0.382634594;-0.34488351;-0.322358373;-0.30801304;-0.299425963;-0.295385488;-0.295385488;-0.299425963;-0.30801304;-0.322358373;-0.34488351;-0.382634594;-0.466620628;-0.628733565;-0.85
25.12.2000;-0.85;-0.630884271;-0.47062552;-0.386005957;-0.347451696;-0.324755046;-0.310305429;-0.301658915;-0.297592214;-0.297592214;-0.301658915;-0.310305429;-0.324755046;-0.347451696;-0.386005957;-0.47062552;-0.630884271;-0.85
26.12.2000;-0.85;-0.632955118;-0.474661834;-0.389371398;-0.349982355;-0.327125021;-0.312574131;-0.303867401;-0.299773601;-0.299773601;-0.303867401;-0.312574131;-0.327125021;-0.349982355;-0.389371398;-0.474661834;-0.632955118;-0.85
27.12.2000;-0.85;-0.63499389;-0.478720461;-0.39270915;-0.35246802;-0.329464793;-0.314818299;-0.306051929;-0.301930685;-0.301930685;-0.306051929;-0.314818299;-0.329464793;-0.35246802;-0.39270915;-0.478720461;-0.63499389;-0.85
28.12.2000;-0.85;-0.637037146;-0.482791813;-0.39600318;-0.354902722;-0.331770863;-0.317036707;-0.30821262;-0.304064135;-0.304064135;-0.30821262;-0.317036707;-0.331770863;-0.354902722;-0.39600318;-0.482791813;-0.637037146;-0.85
29.12.2000;-0.85;-0.639109244;-0.486864601;-0.399243541;-0.3572828;-0.334040367;-0.319228217;-0.310349561;-0.306174569;-0.306174569;-0.310349561;-0.319228217;-0.334040367;-0.3572828;-0.399243541;-0.486864601;-0.639109244;-0.85
30.12.2000;-0.85;-0.641224533;-0.490930127;-0.402424552;-0.359606443;-0.336270759;-0.321391389;-0.312462347;-0.308262065;-0.308262065;-0.312462347;-0.321391389;-0.336270759;-0.359606443;-0.402424552;-0.490930127;-0.641224533;-0.85
31.12.2000;-0.85;-0.64338994;-0.494980223;-0.405543801;-0.361874012;-0.338460412;-0.323525106;-0.31455064;-0.310326688;-0.310326688;-0.31455064;-0.323525106;-0.338460412;-0.361874012;-0.405543801;-0.494980223;-0.64338994;-0.85
1.1.2001;-0.85;-0.645606109;-0.499006608;-0.408601902;-0.364087205;-0.340608366;-0.325628405;-0.316614034;-0.312368349;-0.312368349;-0.316614034;-0.325628405;-0.340608366;-0.364087205;-0.408601902;-0.499006608;-0.645606109;-0.85
2.1.2001;-0.85;-0.647869329;-0.503000936;-0.411601811;-0.366250021;-0.342714641;-0.327700711;-0.318652248;-0.314387;-0.314387;-0.318652248;-0.327700711;-0.342714641;-0.366250021;-0.411601811;-0.503000936;-0.647869329;-0.85
3.1.2001;-0.85;-0.650172684;-0.506954612;-0.414548399;-0.368368177;-0.344780188;-0.32974185;-0.320665129;-0.316382642;-0.316382642;-0.320665129;-0.32974185;-0.344780188;-0.368368177;-0.414548399;-0.506954612;-0.650172684;-0.85
4.1.2001;-0.85;-0.652506047;-0.510857925;-0.41744755;-0.3704482;-0.346806213;-0.331751493;-0.322652126;-0.318354783;-0.318354783;-0.322652126;-0.331751493;-0.346806213;-0.3704482;-0.41744755;-0.510857925;-0.652506047;-0.85
5.1.2001;-0.85;-0.654857649;-0.514700779;-0.420306834;-0.372498177;-0.348794906;-0.333729965;-0.324613131;-0.320303278;-0.320303278;-0.324613131;-0.333729965;-0.348794906;-0.372498177;-0.420306834;-0.514700779;-0.654857649;-0.85
6.1.2001;-0.85;-0.657214378;-0.518472254;-0.423135139;-0.37452749;-0.350749138;-0.335678009;-0.326548245;-0.322228127;-0.322228127;-0.326548245;-0.335678009;-0.350749138;-0.37452749;-0.423135139;-0.518472254;-0.657214378;-0.85
7.1.2001;-0.85;-0.659562414;-0.522160603;-0.425942715;-0.376546974;-0.352672582;-0.337596957;-0.328457984;-0.324129672;-0.324129672;-0.328457984;-0.337596957;-0.352672582;-0.376546974;-0.425942715;-0.522160603;-0.659562414;-0.85
8.1.2001;-0.85;-0.661887125;-0.525753472;-0.428739654;-0.378567187;-0.354569063;-0.339488131;-0.330342689;-0.326007972;-0.326007972;-0.330342689;-0.339488131;-0.354569063;-0.378567187;-0.428739654;-0.525753472;-0.661887125;-0.85
9.1.2001;-0.85;-0.664175213;-0.529241969;-0.431535272;-0.38059733;-0.356442756;-0.341353345;-0.332203139;-0.327863461;-0.327863461;-0.332203139;-0.341353345;-0.356442756;-0.38059733;-0.431535272;-0.529241969;-0.664175213;-0.85
10.1.2001;-0.85;-0.666415393;-0.532618918;-0.434336263;-0.382644454;-0.358296952;-0.343193871;-0.334039598;-0.329696028;-0.329696028;-0.334039598;-0.343193871;-0.358296952;-0.382644454;-0.434336263;-0.532618918;-0.666415393;-0.85
11.1.2001;-0.85;-0.668599468;-0.535879503;-0.437148302;-0.384714879;-0.360135114;-0.345011533;-0.335852983;-0.331506203;-0.331506203;-0.335852983;-0.345011533;-0.360135114;-0.384714879;-0.437148302;-0.535879503;-0.668599468;-0.85
12.1.2001;-0.85;-0.670721697;-0.539021045;-0.439976174;-0.386814079;-0.361960588;-0.346808436;-0.337644621;-0.333294962;-0.333294962;-0.337644621;-0.346808436;-0.361960588;-0.386814079;-0.439976174;-0.539021045;-0.670721697;-0.85
13.1.2001;-0.85;-0.672777106;-0.542041589;-0.442822494;-0.388945268;-0.363774914;-0.348585509;-0.339414886;-0.335062381;-0.335062381;-0.339414886;-0.348585509;-0.363774914;-0.388945268;-0.442822494;-0.542041589;-0.672777106;-0.85
14.1.2001;-0.85;-0.674762962;-0.544941739;-0.445689279;-0.391111124;-0.365580063;-0.350344164;-0.341164765;-0.336809212;-0.336809212;-0.341164765;-0.350344164;-0.365580063;-0.391111124;-0.445689279;-0.544941739;-0.674762962;-0.85
15.1.2001;-0.85;-0.676677989;-0.547724167;-0.448578073;-0.393313304;-0.36737768;-0.352085727;-0.342895308;-0.338536326;-0.338536326;-0.342895308;-0.352085727;-0.36737768;-0.393313304;-0.448578073;-0.547724167;-0.676677989;-0.85
16.1.2001;-0.85;-0.678521732;-0.550393091;-0.451489128;-0.395551936;-0.369168501;-0.353810918;-0.344607114;-0.34024421;-0.34024421;-0.344607114;-0.353810918;-0.369168501;-0.395551936;-0.451489128;-0.550393091;-0.678521732;-0.85
17.1.2001;-0.85;-0.680295557;-0.552955382;-0.454422584;-0.397826757;-0.370953479;-0.355520908;-0.346301378;-0.341934009;-0.341934009;-0.346301378;-0.355520908;-0.370953479;-0.397826757;-0.454422584;-0.552955382;-0.680295557;-0.85
18.1.2001;-0.85;-0.682000577;-0.555418365;-0.457376363;-0.400135164;-0.372731961;-0.357215423;-0.347977979;-0.343605615;-0.343605615;-0.347977979;-0.357215423;-0.372731961;-0.400135164;-0.457376363;-0.555418365;-0.682000577;-0.85
19.1.2001;-0.85;-0.683640126;-0.557792273;-0.460348851;-0.402474858;-0.374504218;-0.358895197;-0.349637904;-0.345260077;-0.345260077;-0.349637904;-0.358895197;-0.374504218;-0.402474858;-0.460348851;-0.557792273;-0.683640126;-0.85
20.1.2001;-0.85;-0.685217176;-0.560087555;-0.463336387;-0.404841359;-0.376269282;-0.360559767;-0.351281016;-0.346897366;-0.346897366;-0.351281016;-0.360559767;-0.376269282;-0.404841359;-0.463336387;-0.560087555;-0.685217176;-0.85
21.1.2001;-0.85;-0.68673565;-0.562315859;-0.466334567;-0.407229714;-0.378026334;-0.36220879;-0.352907261;-0.348517551;-0.348517551;-0.352907261;-0.36220879;-0.378026334;-0.407229714;-0.466334567;-0.562315859;-0.68673565;-0.85
22.1.2001;-0.85;-0.688201382;-0.564490549;-0.469339213;-0.409635288;-0.37977561;-0.363842658;-0.354517484;-0.35012164;-0.35012164;-0.354517484;-0.363842658;-0.37977561;-0.409635288;-0.469339213;-0.564490549;-0.688201382;-0.85
23.1.2001;-0.85;-0.689617924;-0.56662235;-0.472342179;-0.412049965;-0.381514895;-0.365459474;-0.356109838;-0.351707894;-0.351707894;-0.356109838;-0.365459474;-0.381514895;-0.412049965;-0.472342179;-0.56662235;-0.689617924;-0.85
24.1.2001;-0.85;-0.69099666;-0.568729923;-0.475342573;-0.414472915;-0.383249526;-0.367064623;-0.357689677;-0.353281727;-0.353281727;-0.357689677;-0.367064623;-0.383249526;-0.414472915;-0.475342573;-0.568729923;-0.69099666;-0.85
25.1.2001;-0.85;-0.692335034;-0.570815984;-0.478323653;-0.416889159;-0.384971635;-0.368649951;-0.359248741;-0.354834917;-0.354834917;-0.359248741;-0.368649951;-0.384971635;-0.416889159;-0.478323653;-0.570815984;-0.692335034;-0.85
26.1.2001;-0.85;-0.693644188;-0.572894065;-0.481283217;-0.419299529;-0.386687322;-0.370220683;-0.360791991;-0.35637239;-0.35637239;-0.360791991;-0.370220683;-0.386687322;-0.419299529;-0.481283217;-0.572894065;-0.693644188;-0.85
27.1.2001;-0.85;-0.694927559;-0.574967044;-0.484211248;-0.421699503;-0.38839665;-0.371775465;-0.362317668;-0.357892315;-0.357892315;-0.362317668;-0.371775465;-0.38839665;-0.421699503;-0.484211248;-0.574967044;-0.694927559;-0.85
28.1.2001;-0.85;-0.696190863;-0.577038188;-0.487100438;-0.424088883;-0.390103356;-0.373315984;-0.36382664;-0.359395639;-0.359395639;-0.36382664;-0.373315984;-0.390103356;-0.424088883;-0.487100438;-0.577038188;-0.696190863;-0.85
29.1.2001;-0.85;-0.697438824;-0.579108666;-0.489944569;-0.426468646;-0.391811879;-0.374844158;-0.365320158;-0.360883321;-0.360883321;-0.365320158;-0.374844158;-0.391811879;-0.426468646;-0.489944569;-0.579108666;-0.697438824;-0.85
30.1.2001;-0.85;-0.698673171;-0.5811759;-0.492736157;-0.428838249;-0.393524561;-0.376360043;-0.366797505;-0.362354337;-0.362354337;-0.366797505;-0.376360043;-0.393524561;-0.428838249;-0.492736157;-0.5811759;-0.698673171;-0.85
31.1.2001;-0.85;-0.699896822;-0.583238383;-0.495471432;-0.431199454;-0.395245117;-0.377865636;-0.368259887;-0.363809319;-0.363809319;-0.368259887;-0.377865636;-0.395245117;-0.431199454;-0.495471432;-0.583238383;-0.699896822;-0.85
1.2.2001;-0.85;-0.701111555;-0.585293595;-0.498147605;-0.433553828;-0.396976433;-0.379362546;-0.369708243;-0.365248974;-0.365248974;-0.369708243;-0.379362546;-0.396976433;-0.433553828;-0.498147605;-0.585293595;-0.701111555;-0.85
2.2.2001;-0.85;-0.702316582;-0.587336611;-0.500760947;-0.435900962;-0.398719049;-0.380850418;-0.371141664;-0.366672157;-0.366672157;-0.371141664;-0.380850418;-0.398719049;-0.435900962;-0.500760947;-0.587336611;-0.702316582;-0.85
3.2.2001;-0.85;-0.703512763;-0.589364645;-0.503310946;-0.438242606;-0.400475237;-0.382330879;-0.372561319;-0.368079801;-0.368079801;-0.372561319;-0.382330879;-0.400475237;-0.438242606;-0.503310946;-0.589364645;-0.703512763;-0.85
4.2.2001;-0.85;-0.704699049;-0.591373403;-0.505796399;-0.44057888;-0.402245441;-0.383804024;-0.373966927;-0.369471412;-0.369471412;-0.373966927;-0.383804024;-0.402245441;-0.44057888;-0.505796399;-0.591373403;-0.704699049;-0.85
5.2.2001;-0.85;-0.705880722;-0.593365976;-0.508224021;-0.442916898;-0.40403651;-0.385276449;-0.375364775;-0.370853098;-0.370853098;-0.375364775;-0.385276449;-0.40403651;-0.442916898;-0.508224021;-0.593365976;-0.705880722;-0.85
6.2.2001;-0.85;-0.707050024;-0.595332135;-0.51058773;-0.445250014;-0.405842185;-0.386742164;-0.37674865;-0.372218487;-0.372218487;-0.37674865;-0.386742164;-0.405842185;-0.445250014;-0.51058773;-0.595332135;-0.707050024;-0.85
7.2.2001;-0.85;-0.708211477;-0.597275064;-0.512894957;-0.447584358;-0.407668319;-0.388207163;-0.378124353;-0.373573241;-0.373573241;-0.378124353;-0.388207163;-0.407668319;-0.447584358;-0.512894957;-0.597275064;-0.708211477;-0.85
8.2.2001;-0.85;-0.709371753;-0.599201136;-0.515156441;-0.449928848;-0.409523347;-0.38967994;-0.379500211;-0.374925589;-0.374925589;-0.379500211;-0.38967994;-0.409523347;-0.449928848;-0.515156441;-0.599201136;-0.709371753;-0.85
9.2.2001;-0.85;-0.688425511;-0.577234536;-0.493584717;-0.428555784;-0.38892754;-0.369571809;-0.359291982;-0.354666296;-0.354666296;-0.359291982;-0.369571809;-0.38892754;-0.428555784;-0.493584717;-0.577234536;-0.688425511;-0.85
10.2.2001;-0.85;-0.67950389;-0.566815837;-0.482631322;-0.417780002;-0.379210929;-0.360121199;-0.349675036;-0.344947415;-0.344947415;-0.349675036;-0.360121199;-0.379210929;-0.417780002;-0.482631322;-0.566815837;-0.67950389;-0.85
11.2.2001;-0.85;-0.682784541;-0.569075929;-0.484276053;-0.419263545;-0.381165882;-0.362189002;-0.351605531;-0.346773834;-0.346773834;-0.351605531;-0.362189002;-0.381165882;-0.419263545;-0.484276053;-0.569075929;-0.682784541;-0.85
12.2.2001;-0.85;-0.685688936;-0.571319922;-0.486063611;-0.420894987;-0.383031273;-0.364143395;-0.353495603;-0.348595716;-0.348595716;-0.353495603;-0.364143395;-0.383031273;-0.420894987;-0.486063611;-0.571319922;-0.685688936;-0.85
13.2.2001;-0.85;-0.688279222;-0.573533047;-0.487966471;-0.422628191;-0.384828763;-0.36600484;-0.355336685;-0.350397257;-0.350397257;-0.355336685;-0.36600484;-0.384828763;-0.422628191;-0.487966471;-0.573533047;-0.688279222;-0.85
14.2.2001;-0.85;-0.690660662;-0.575764968;-0.49001668;-0.424489283;-0.386627389;-0.36784059;-0.357177937;-0.352220158;-0.352220158;-0.357177937;-0.36784059;-0.386627389;-0.424489283;-0.49001668;-0.575764968;-0.690660662;-0.85
15.2.2001;-0.85;-0.692813059;-0.577947189;-0.492123591;-0.426395079;-0.38837999;-0.369602811;-0.358959778;-0.353998618;-0.353998618;-0.358959778;-0.369602811;-0.38837999;-0.426395079;-0.492123591;-0.577947189;-0.692813059;-0.85
16.2.2001;-0.85;-0.69477011;-0.580075078;-0.494260354;-0.428327544;-0.390093777;-0.371298092;-0.360680653;-0.355725955;-0.355725955;-0.360680653;-0.371298092;-0.390093777;-0.428327544;-0.494260354;-0.580075078;-0.69477011;-0.85
