date;0;1;2;3;4;5;6;7;8;9;10;11
8.7.2001;-1.03;-0.626670006;-0.428219339;-0.306755679;-0.245125417;-0.219211866;-0.219211866;-0.245125417;-0.306755679;-0.428219339;-0.626670006;-1.03
9.7.2001;-1.03;-0.613128973;-0.402636396;-0.286541225;-0.234848042;-0.213075701;-0.213075701;-0.234848042;-0.286541225;-0.402636396;-0.613128973;-1.03
10.7.2001;-1.03;-0.631869798;-0.419332933;-0.308832025;-0.264173583;-0.246375673;-0.246375673;-0.264173583;-0.308832025;-0.419332933;-0.631869798;-1.03
11.7.2001;-1.03;-0.647801601;-0.436217891;-0.32805207;-0.285724383;-0.26962932;-0.26962932;-0.285724383;-0.32805207;-0.436217891;-0.647801601;-1.03
12.7.2001;-1.03;-0.662434028;-0.453892399;-0.347269245;-0.304817804;-0.288969741;-0.288969741;-0.304817804;-0.347269245;-0.453892399;-0.662434028;-1.03
13.7.2001;-1.03;-0.677140114;-0.473316035;-0.368137244;-0.324162263;-0.307697567;-0.307697567;-0.324162263;-0.368137244;-0.473316035;-0.677140114;-1.03
14.7.2001;-1.03;-0.690621975;-0.492273072;-0.387704736;-0.34190223;-0.324436866;-0.324436866;-0.34190223;-0.387704736;-0.492273072;-0.690621975;-1.03
15.7.2001;-1.03;-0.696027695;-0.501924274;-0.396976959;-0.349410998;-0.331072858;-0.331072858;-0.349410998;-0.396976959;-0.501924274;-0.696027695;-1.03
16.7.2001;-1.03;-0.710480658;-0.522019263;-0.416258368;-0.36719707;-0.348460575;-0.348460575;-0.36719707;-0.416258368;-0.522019263;-0.710480658;-1.03
17.7.2001;-1.03;-0.71559154;-0.531174385;-0.42423986;-0.373627209;-0.354408464;-0.354408464;-0.373627209;-0.42423986;-0.531174385;-0.71559154;-1.03
18.7.2001;-1.03;-0.718202098;-0.536775036;-0.428817333;-0.376803971;-0.357101482;-0.357101482;-0.376803971;-0.428817333;-0.536775036;-0.718202098;-1.03
19.7.2001;-1.03;-0.733146163;-0.556163486;-0.448585011;-0.395197381;-0.374980065;-0.374980065;-0.395197381;-0.448585011;-0.556163486;-0.733146163;-1.03
20.7.2001;-1.03;-0.743953269;-0.570758759;-0.464131523;-0.409212347;-0.38810706;-0.38810706;-0.409212347;-0.464131523;-0.570758759;-0.743953269;-1.03
21.7.2001;-1.03;-0.749993503;-0.57976166;-0.474118677;-0.417737026;-0.395580237;-0.395580237;-0.417737026;-0.474118677;-0.57976166;-0.749993503;-1.03
22.7.2001;-1.03;-0.735606005;-0.565162066;-0.458244913;-0.400661757;-0.377946299;-0.377946299;-0.400661757;-0.458244913;-0.565162066;-0.735606005;-1.03
23.7.2001;-1.03;-0.732160057;-0.562066697;-0.454397747;-0.39621179;-0.373255186;-0.373255186;-0.39621179;-0.454397747;-0.562066697;-0.732160057;-1.03
24.7.2001;-1.03;-0.748074373;-0.580832483;-0.474726589;-0.415968226;-0.392401955;-0.392401955;-0.415968226;-0.474726589;-0.580832483;-0.748074373;-1.03
25.7.2001;-1.03;-0.735045428;-0.566898404;-0.459613486;-0.400142054;-0.376284492;-0.376284492;-0.400142054;-0.459613486;-0.566898404;-0.735045428;-1.03
26.7.2001;-1.03;-0.739607018;-0.572322307;-0.465291022;-0.405488626;-0.381411044;-0.381411044;-0.405488626;-0.465291022;-0.572322307;-0.739607018;-1.03
27.7.2001;-1.03;-0.749837576;-0.584366204;-0.478532048;-0.418298359;-0.393682412;-0.393682412;-0.418298359;-0.478532048;-0.584366204;-0.749837576;-1.03
28.7.2001;-1.03;-0.745388743;-0.579923622;-0.474006933;-0.413195475;-0.388174925;-0.388174925;-0.413195475;-0.474006933;-0.579923622;-0.745388743;-1.03
29.7.2001;-1.03;-0.754872027;-0.591265449;-0.486506806;-0.425382173;-0.39981066;-0.39981066;-0.425382173;-0.486506806;-0.591265449;-0.754872027;-1.03
30.7.2001;-1.03;-0.758869947;-0.59665322;-0.492705678;-0.431187359;-0.404983794;-0.404983794;-0.431187359;-0.492705678;-0.59665322;-0.758869947;-1.03
31.7.2001;-1.03;-0.746269203;-0.582950106;-0.478219424;-0.416119832;-0.389720946;-0.389720946;-0.416119832;-0.478219424;-0.582950106;-0.746269203;-1.03
1.8.2001;-1.03;-0.74007191;-0.575914084;-0.470387729;-0.408187601;-0.381962682;-0.381962682;-0.408187601;-0.470387729;-0.575914084;-0.74007191;-1.03
2.8.2001;-1.03;-0.747125319;-0.583724208;-0.478687767;-0.416520025;-0.39026806;-0.39026806;-0.416520025;-0.478687767;-0.583724208;-0.747125319;-1.03
3.8.2001;-1.03;-0.753544514;-0.591277042;-0.486966911;-0.424691217;-0.398145643;-0.398145643;-0.424691217;-0.486966911;-0.591277042;-0.753544514;-1.03
4.8.2001;-1.03;-0.767346926;-0.607726863;-0.504778241;-0.442723913;-0.415582512;-0.415582512;-0.442723913;-0.504778241;-0.607726863;-0.767346926;-1.03
5.8.2001;-1.03;-0.772805536;-0.614849074;-0.512687777;-0.450697384;-0.422911886;-0.422911886;-0.450697384;-0.512687777;-0.614849074;-0.772805536;-1.03
6.8.2001;-1.03;-0.784126122;-0.629091461;-0.527993831;-0.46654317;-0.438289423;-0.438289423;-0.46654317;-0.527993831;-0.629091461;-0.784126122;-1.03
7.8.2001;-1.03;-0.754241848;-0.596331685;-0.493861504;-0.431068156;-0.402584482;-0.402584482;-0.431068156;-0.493861504;-0.596331685;-0.754241848;-1.03
8.8.2001;-1.03;-0.767044363;-0.610840838;-0.509433267;-0.446972256;-0.418337023;-0.418337023;-0.446972256;-0.509433267;-0.610840838;-0.767044363;-1.03
9.8.2001;-1.03;-0.779947298;-0.626211139;-0.525809006;-0.463995714;-0.435111544;-0.435111544;-0.463995714;-0.525809006;-0.626211139;-0.779947298;-1.03
10.8.2001;-1.03;-0.785618611;-0.633753758;-0.533987475;-0.472615361;-0.44351553;-0.44351553;-0.472615361;-0.533987475;-0.633753758;-0.785618611;-1.03
11.8.2001;-1.03;-0.778527737;-0.62654291;-0.526730834;-0.465178919;-0.435768581;-0.435768581;-0.465178919;-0.526730834;-0.62654291;-0.778527737;-1.03
12.8.2001;-1.03;-0.790937784;-0.641453896;-0.542654993;-0.481798441;-0.452491083;-0.452491083;-0.481798441;-0.542654993;-0.641453896;-0.790937784;-1.03
13.8.2001;-1.03;-0.800734268;-0.653729976;-0.555917518;-0.495635328;-0.466553984;-0.466553984;-0.495635328;-0.555917518;-0.653729976;-0.800734268;-1.03
14.8.2001;-1.03;-0.811905678;-0.667963906;-0.571392958;-0.511701799;-0.482976853;-0.482976853;-0.511701799;-0.571392958;-0.667963906;-0.811905678;-1.03
15.8.2001;-1.03;-0.822966957;-0.682420442;-0.587250975;-0.528157828;-0.499775841;-0.499775841;-0.528157828;-0.587250975;-0.682420442;-0.822966957;-1.03
16.8.2001;-1.03;-0.833639735;-0.696674787;-0.603014845;-0.544566816;-0.516485228;-0.516485228;-0.544566816;-0.603014845;-0.696674787;-0.833639735;-1.03
17.8.2001;-1.03;-0.844472464;-0.71136356;-0.619329433;-0.561609388;-0.533822573;-0.533822573;-0.561609388;-0.619329433;-0.71136356;-0.844472464;-1.03
18.8.2001;-1.03;-0.854818488;-0.72558717;-0.635317312;-0.578382702;-0.550897383;-0.550897383;-0.578382702;-0.635317312;-0.72558717;-0.854818488;-1.03
19.8.2001;-1.03;-0.865053218;-0.739766026;-0.651419788;-0.595334655;-0.568175519;-0.568175519;-0.595334655;-0.651419788;-0.739766026;-0.865053218;-1.03
20.8.2001;-1.03;-0.874847541;-0.753499288;-0.667182237;-0.611994737;-0.585188463;-0.585188463;-0.611994737;-0.667182237;-0.753499288;-0.874847541;-1.03
21.8.2001;-1.03;-0.883666782;-0.76611316;-0.681836748;-0.62756297;-0.601122016;-0.601122016;-0.62756297;-0.681836748;-0.76611316;-0.883666782;-1.03
22.8.2001;-1.03;-0.89116584;-0.777181729;-0.694864388;-0.641506306;-0.615425394;-0.615425394;-0.641506306;-0.694864388;-0.777181729;-0.89116584;-1.03
23.8.2001;-1.03;-0.898376719;-0.787911622;-0.707563519;-0.655148729;-0.629444884;-0.629444884;-0.655148729;-0.707563519;-0.787911622;-0.898376719;-1.03
24.8.2001;-1.03;-0.904367163;-0.797178496;-0.718655903;-0.667197476;-0.641872475;-0.641872475;-0.667197476;-0.718655903;-0.797178496;-0.904367163;-1.03
25.8.2001;-1.03;-0.906316889;-0.801803466;-0.724798844;-0.674190518;-0.649192614;-0.649192614;-0.674190518;-0.724798844;-0.801803466;-0.906316889;-1.03
26.8.2001;-1.03;-0.903651709;-0.801006982;-0.72518973;-0.675255798;-0.650518262;-0.650518262;-0.675255798;-0.72518973;-0.801006982;-0.903651709;-1.03
27.8.2001;-1.03;-0.886844393;-0.783844492;-0.708200139;-0.658358729;-0.633653522;-0.633653522;-0.658358729;-0.708200139;-0.783844492;-0.886844393;-1.03
28.8.2001;-1.03;-0.893084276;-0.791634915;-0.717420666;-0.668431171;-0.644110049;-0.644110049;-0.668431171;-0.717420666;-0.791634915;-0.893084276;-1.03
29.8.2001;-1.03;-0.899331103;-0.799711757;-0.726898311;-0.678801288;-0.654870149;-0.654870149;-0.678801288;-0.726898311;-0.799711757;-0.899331103;-1.03
30.8.2001;-1.03;-0.905404885;-0.807806629;-0.736370524;-0.689187893;-0.665654146;-0.665654146;-0.689187893;-0.736370524;-0.807806629;-0.905404885;-1.03
31.8.2001;-1.03;-0.90985537;-0.814189475;-0.743999194;-0.697668159;-0.674513894;-0.674513894;-0.697668159;-0.743999194;-0.814189475;-0.90985537;-1.03
1.9.2001;-1.03;-0.914761196;-0.821117573;-0.752176789;-0.706707439;-0.683945465;-0.683945465;-0.706707439;-0.752176789;-0.821117573;-0.914761196;-1.03
2.9.2001;-1.03;-0.918863942;-0.827160036;-0.759381381;-0.714693802;-0.69232472;-0.69232472;-0.714693802;-0.759381381;-0.827160036;-0.918863942;-1.03
3.9.2001;-1.03;-0.915367974;-0.824581258;-0.757448571;-0.713163436;-0.691030215;-0.691030215;-0.713163436;-0.757448571;-0.824581258;-0.915367974;-1.03
4.9.2001;-1.03;-0.91161027;-0.821488922;-0.755016788;-0.711160884;-0.689259565;-0.689259565;-0.711160884;-0.755016788;-0.821488922;-0.91161027;-1.03
5.9.2001;-1.03;-0.904717642;-0.814611751;-0.748579461;-0.705024161;-0.68328465;-0.68328465;-0.705024161;-0.748579461;-0.814611751;-0.904717642;-1.03
6.9.2001;-1.03;-0.906512803;-0.816934744;-0.751601797;-0.708569911;-0.687102423;-0.687102423;-0.708569911;-0.751601797;-0.816934744;-0.906512803;-1.03
7.9.2001;-1.03;-0.908784064;-0.819833129;-0.755155973;-0.712620801;-0.691422349;-0.691422349;-0.712620801;-0.755155973;-0.819833129;-0.908784064;-1.03
8.9.2001;-1.03;-0.912501454;-0.824561456;-0.760689673;-0.718748645;-0.697861307;-0.697861307;-0.718748645;-0.760689673;-0.824561456;-0.912501454;-1.03
9.9.2001;-1.03;-0.916900543;-0.830248659;-0.767262262;-0.725955119;-0.705411759;-0.705411759;-0.725955119;-0.767262262;-0.830248659;-0.916900543;-1.03
10.9.2001;-1.03;-0.921036716;-0.835772573;-0.773660378;-0.732957766;-0.712743805;-0.712743805;-0.732957766;-0.773660378;-0.835772573;-0.921036716;-1.03
11.9.2001;-1.03;-0.925169444;-0.84140975;-0.780193763;-0.74008956;-0.720195021;-0.720195021;-0.74008956;-0.780193763;-0.84140975;-0.925169444;-1.03
12.9.2001;-1.03;-0.928807878;-0.846560268;-0.786213608;-0.746670222;-0.727069833;-0.727069833;-0.746670222;-0.786213608;-0.846560268;-0.928807878;-1.03
13.9.2001;-1.03;-0.932322776;-0.851625361;-0.792155006;-0.753160524;-0.733843593;-0.733843593;-0.753160524;-0.792155006;-0.851625361;-0.932322776;-1.03
14.9.2001;-1.03;-0.934316277;-0.854997874;-0.796313341;-0.757796115;-0.738720358;-0.738720358;-0.757796115;-0.796313341;-0.854997874;-0.934316277;-1.03
15.9.2001;-1.03;-0.934562926;-0.856252795;-0.798158256;-0.759983883;-0.741075528;-0.741075528;-0.759983883;-0.798158256;-0.856252795;-0.934562926;-1.03
16.9.2001;-1.03;-0.857579999;-0.772051366;-0.711211715;-0.671298029;-0.651588464;-0.651588464;-0.671298029;-0.711211715;-0.772051366;-0.857579999;-1.03
17.9.2001;-1.03;-0.702950086;-0.593994566;-0.525730053;-0.481784966;-0.460253207;-0.460253207;-0.481784966;-0.525730053;-0.593994566;-0.702950086;-1.03
18.9.2001;-1.03;-0.715992203;-0.597482604;-0.527154617;-0.483205845;-0.461687967;-0.461687967;-0.483205845;-0.527154617;-0.597482604;-0.715992203;-1.03
19.9.2001;-1.03;-0.730940008;-0.606160586;-0.533769065;-0.48966346;-0.468212815;-0.468212815;-0.48966346;-0.533769065;-0.606160586;-0.730940008;-1.03
20.9.2001;-1.03;-0.744552981;-0.61571722;-0.541383795;-0.496947683;-0.475549157;-0.475549157;-0.496947683;-0.541383795;-0.61571722;-0.744552981;-1.03
21.9.2001;-1.03;-0.733359648;-0.598656187;-0.521370621;-0.475785707;-0.453943446;-0.453943446;-0.475785707;-0.521370621;-0.598656187;-0.733359648;-1.03
22.9.2001;-1.03;-0.733329647;-0.594441184;-0.514790342;-0.468210728;-0.445977346;-0.445977346;-0.468210728;-0.514790342;-0.594441184;-0.733329647;-1.03
23.9.2001;-1.03;-0.718213315;-0.57364139;-0.490935311;-0.442635526;-0.419962841;-0.419962841;-0.442635526;-0.490935311;-0.57364139;-0.718213315;-1.03
24.9.2001;-1.03;-0.727239957;-0.580209449;-0.495755666;-0.446454004;-0.423465628;-0.423465628;-0.446454004;-0.495755666;-0.580209449;-0.727239957;-1.03
25.9.2001;-1.03;-0.737588734;-0.589344957;-0.503453564;-0.45333042;-0.429949022;-0.429949022;-0.45333042;-0.503453564;-0.589344957;-0.737588734;-1.03
26.9.2001;-1.03;-0.745400016;-0.59644765;-0.509234783;-0.458328137;-0.434517731;-0.434517731;-0.458328137;-0.509234783;-0.59644765;-0.745400016;-1.03
27.9.2001;-1.03;-0.754303578;-0.605412819;-0.517160838;-0.465641687;-0.441447432;-0.441447432;-0.465641687;-0.517160838;-0.605412819;-0.754303578;-1.03
28.9.2001;-1.03;-0.762428705;-0.614009281;-0.524910149;-0.472872496;-0.448350559;-0.448350559;-0.472872496;-0.524910149;-0.614009281;-0.762428705;-1.03
29.9.2001;-1.03;-0.770754111;-0.623258624;-0.533562227;-0.481111732;-0.45635047;-0.45635047;-0.481111732;-0.533562227;-0.623258624;-0.770754111;-1.03
30.9.2001;-1.03;-0.766960767;-0.618898927;-0.528166002;-0.47492071;-0.449731493;-0.449731493;-0.47492071;-0.528166002;-0.618898927;-0.766960767;-1.03
1.10.2001;-1.03;-0.763649164;-0.614828256;-0.523181652;-0.469148596;-0.44353216;-0.44353216;-0.469148596;-0.523181652;-0.614828256;-0.763649164;-1.03
2.10.2001;-1.03;-0.771204362;-0.623050269;-0.531118258;-0.476778689;-0.450950282;-0.450950282;-0.476778689;-0.531118258;-0.623050269;-0.771204362;-1.03
3.10.2001;-1.03;-0.7778392;-0.630549176;-0.538417065;-0.483825859;-0.457847613;-0.457847613;-0.483825859;-0.538417065;-0.630549176;-0.7778392;-1.03
4.10.2001;-1.03;-0.784190733;-0.637983;-0.545782122;-0.490990867;-0.464931359;-0.464931359;-0.490990867;-0.545782122;-0.637983;-0.784190733;-1.03
5.10.2001;-1.03;-0.789985786;-0.644962014;-0.552803903;-0.497846305;-0.471750526;-0.471750526;-0.497846305;-0.552803903;-0.644962014;-0.789985786;-1.03
6.10.2001;-1.03;-0.795308727;-0.651536772;-0.559526276;-0.50443871;-0.478331295;-0.478331295;-0.50443871;-0.559526276;-0.651536772;-0.795308727;-1.03
7.10.2001;-1.03;-0.800195378;-0.657710778;-0.565937241;-0.510757604;-0.484646416;-0.484646416;-0.510757604;-0.565937241;-0.657710778;-0.800195378;-1.03
8.10.2001;-1.03;-0.804706812;-0.66352896;-0.572067146;-0.516833989;-0.490717993;-0.490717993;-0.516833989;-0.572067146;-0.66352896;-0.804706812;-1.03
9.10.2001;-1.03;-0.808503378;-0.668548891;-0.577429038;-0.522167798;-0.496038125;-0.496038125;-0.522167798;-0.577429038;-0.668548891;-0.808503378;-1.03
10.10.2001;-1.03;-0.812415365;-0.673760062;-0.583050157;-0.527813208;-0.501676351;-0.501676351;-0.527813208;-0.583050157;-0.673760062;-0.812415365;-1.03
11.10.2001;-1.03;-0.817109712;-0.679861261;-0.589654659;-0.534512922;-0.508385368;-0.508385368;-0.534512922;-0.589654659;-0.679861261;-0.817109712;-1.03
12.10.2001;-1.03;-0.820646224;-0.684761651;-0.59504531;-0.54000868;-0.51388116;-0.51388116;-0.54000868;-0.59504531;-0.684761651;-0.820646224;-1.03
13.10.2001;-1.03;-0.824137241;-0.689625045;-0.600434786;-0.545542066;-0.519424821;-0.519424821;-0.545542066;-0.600434786;-0.689625045;-0.824137241;-1.03
14.10.2001;-1.03;-0.827485334;-0.694334942;-0.605694114;-0.550976809;-0.52488129;-0.52488129;-0.550976809;-0.605694114;-0.694334942;-0.827485334;-1.03
15.10.2001;-1.03;-0.83038703;-0.698529237;-0.610435426;-0.555910285;-0.52984576;-0.52984576;-0.555910285;-0.610435426;-0.698529237;-0.83038703;-1.03
16.10.2001;-1.03;-0.83343525;-0.702883083;-0.615363754;-0.561062092;-0.535047822;-0.535047822;-0.561062092;-0.615363754;-0.702883083;-0.83343525;-1.03
17.10.2001;-1.03;-0.836336134;-0.70706158;-0.620126001;-0.56606666;-0.540116744;-0.540116744;-0.56606666;-0.620126001;-0.70706158;-0.836336134;-1.03
18.10.2001;-1.03;-0.839105691;-0.711080352;-0.624735707;-0.570934763;-0.545062369;-0.545062369;-0.570934763;-0.624735707;-0.711080352;-0.839105691;-1.03
19.10.2001;-1.03;-0.841143896;-0.714228879;-0.62843668;-0.574885818;-0.549092994;-0.549092994;-0.574885818;-0.62843668;-0.714228879;-0.841143896;-1.03
20.10.2001;-1.03;-0.829205008;-0.701601578;-0.615566554;-0.561831112;-0.535909178;-0.535909178;-0.561831112;-0.615566554;-0.701601578;-0.829205008;-1.03
21.10.2001;-1.03;-0.802076813;-0.670993468;-0.583739803;-0.529256882;-0.502977012;-0.502977012;-0.529256882;-0.583739803;-0.670993468;-0.802076813;-1.03
22.10.2001;-1.03;-0.794777211;-0.661577511;-0.573858612;-0.51920231;-0.492871933;-0.492871933;-0.51920231;-0.573858612;-0.661577511;-0.794777211;-1.03
23.10.2001;-1.03;-0.79983373;-0.666120489;-0.578506643;-0.524038306;-0.497845034;-0.497845034;-0.524038306;-0.578506643;-0.666120489;-0.79983373;-1.03
24.10.2001;-1.03;-0.780846048;-0.643715408;-0.554796481;-0.499743547;-0.473249022;-0.473249022;-0.499743547;-0.554796481;-0.643715408;-0.780846048;-1.03
25.10.2001;-1.03;-0.767362195;-0.626824017;-0.536670188;-0.481129514;-0.454306182;-0.454306182;-0.481129514;-0.536670188;-0.626824017;-0.767362195;-1.03
26.10.2001;-1.03;-0.773996107;-0.632527087;-0.542114943;-0.486702932;-0.459904702;-0.459904702;-0.486702932;-0.542114943;-0.632527087;-0.773996107;-1.03
27.10.2001;-1.03;-0.779818733;-0.637934152;-0.547294723;-0.491947052;-0.465210228;-0.465210228;-0.491947052;-0.547294723;-0.637934152;-0.779818733;-1.03
28.10.2001;-1.03;-0.785109746;-0.643203114;-0.552404458;-0.497082774;-0.470427768;-0.470427768;-0.497082774;-0.552404458;-0.643203114;-0.785109746;-1.03
29.10.2001;-1.03;-0.790228403;-0.648627487;-0.557766908;-0.502459336;-0.475897772;-0.475897772;-0.502459336;-0.557766908;-0.648627487;-0.790228403;-1.03
30.10.2001;-1.03;-0.79407634;-0.65285733;-0.561963108;-0.506634898;-0.480142983;-0.480142983;-0.506634898;-0.561963108;-0.65285733;-0.79407634;-1.03
31.10.2001;-1.03;-0.798213348;-0.657617499;-0.566798653;-0.511473198;-0.485050926;-0.485050926;-0.511473198;-0.566798653;-0.657617499;-0.798213348;-1.03
1.11.2001;-1.03;-0.802371337;-0.662544663;-0.571888487;-0.516584389;-0.490223714;-0.490223714;-0.516584389;-0.571888487;-0.662544663;-0.802371337;-1.03
2.11.2001;-1.03;-0.806523461;-0.667622019;-0.57721048;-0.521951468;-0.495644543;-0.495644543;-0.521951468;-0.57721048;-0.667622019;-0.806523461;-1.03
3.11.2001;-1.03;-0.810386139;-0.67247485;-0.582360939;-0.527165408;-0.500900744;-0.500900744;-0.527165408;-0.582360939;-0.67247485;-0.810386139;-1.03
4.11.2001;-1.03;-0.813850778;-0.676943363;-0.587160009;-0.532044765;-0.505812121;-0.505812121;-0.532044765;-0.587160009;-0.676943363;-0.813850778;-1.03
5.11.2001;-1.03;-0.81291097;-0.676459847;-0.586791534;-0.531641072;-0.505374921;-0.505374921;-0.531641072;-0.586791534;-0.676459847;-0.81291097;-1.03
6.11.2001;-1.03;-0.814021236;-0.67816116;-0.588721681;-0.533617314;-0.507353834;-0.507353834;-0.533617314;-0.588721681;-0.67816116;-0.814021236;-1.03
7.11.2001;-1.03;-0.813037753;-0.677464608;-0.588139856;-0.533028997;-0.50674166;-0.50674166;-0.533028997;-0.588139856;-0.677464608;-0.813037753;-1.03
8.11.2001;-1.03;-0.794918989;-0.657172734;-0.566920639;-0.511251735;-0.484658915;-0.484658915;-0.511251735;-0.566920639;-0.657172734;-0.794918989;-1.03
9.11.2001;-1.03;-0.788532439;-0.649329547;-0.558595895;-0.502735575;-0.476011727;-0.476011727;-0.502735575;-0.558595895;-0.649329547;-0.788532439;-1.03
10.11.2001;-1.03;-0.778438675;-0.637060875;-0.545523627;-0.489322316;-0.462339168;-0.462339168;-0.489322316;-0.545523627;-0.637060875;-0.778438675;-1.03
11.11.2001;-1.03;-0.776707903;-0.634001053;-0.542021661;-0.48570908;-0.458588604;-0.458588604;-0.48570908;-0.542021661;-0.634001053;-0.776707903;-1.03
12.11.2001;-1.03;-0.755937817;-0.609268446;-0.515825566;-0.458485896;-0.430911823;-0.430911823;-0.458485896;-0.515825566;-0.609268446;-0.755937817;-1.03
13.11.2001;-1.03;-0.752654592;-0.603734934;-0.509607958;-0.451727896;-0.424025723;-0.424025723;-0.451727896;-0.509607958;-0.603734934;-0.752654592;-1.03
14.11.2001;-1.03;-0.750812309;-0.600018274;-0.50520598;-0.446802418;-0.419056873;-0.419056873;-0.446802418;-0.50520598;-0.600018274;-0.750812309;-1.03
15.11.2001;-1.03;-0.754793269;-0.60317389;-0.507970378;-0.44931957;-0.421519086;-0.421519086;-0.44931957;-0.507970378;-0.60317389;-0.754793269;-1.03
16.11.2001;-1.03;-0.749474903;-0.596082587;-0.499968038;-0.440683067;-0.412880458;-0.412880458;-0.440683067;-0.499968038;-0.596082587;-0.749474903;-1.03
17.11.2001;-1.03;-0.754252638;-0.600472394;-0.504033358;-0.44454288;-0.416711341;-0.416711341;-0.44454288;-0.504033358;-0.600472394;-0.754252638;-1.03
18.11.2001;-1.03;-0.75811923;-0.604207415;-0.507462533;-0.447804677;-0.419853322;-0.419853322;-0.447804677;-0.507462533;-0.604207415;-0.75811923;-1.03
19.11.2001;-1.03;-0.738742194;-0.581545047;-0.48282863;-0.422243182;-0.394614895;-0.394614895;-0.422243182;-0.48282863;-0.581545047;-0.738742194;-1.03
20.11.2001;-1.03;-0.745385976;-0.587845794;-0.488875027;-0.428157394;-0.400775211;-0.400775211;-0.428157394;-0.488875027;-0.587845794;-0.745385976;-1.03
21.11.2001;-1.03;-0.751479115;-0.594039681;-0.494968299;-0.434133678;-0.406715819;-0.406715819;-0.434133678;-0.494968299;-0.594039681;-0.751479115;-1.03
22.11.2001;-1.03;-0.757104686;-0.6000977;-0.501021819;-0.440112645;-0.412493019;-0.412493019;-0.440112645;-0.501021819;-0.6000977;-0.757104686;-1.03
23.11.2001;-1.03;-0.762369244;-0.606046098;-0.507028559;-0.446106041;-0.41819961;-0.41819961;-0.446106041;-0.507028559;-0.606046098;-0.762369244;-1.03
24.11.2001;-1.03;-0.714419001;-0.551275468;-0.44708631;-0.385560281;-0.358618726;-0.358618726;-0.385560281;-0.44708631;-0.551275468;-0.714419001;-1.03
25.11.2001;-1.03;-0.698219988;-0.530067331;-0.422854456;-0.362115944;-0.33641173;-0.33641173;-0.362115944;-0.422854456;-0.530067331;-0.698219988;-1.03
26.11.2001;-1.03;-0.700620939;-0.529839967;-0.421239839;-0.361590804;-0.337051539;-0.337051539;-0.361590804;-0.421239839;-0.529839967;-0.700620939;-1.03
27.11.2001;-1.03;-0.691973135;-0.516978072;-0.407330419;-0.348473222;-0.324562962;-0.324562962;-0.348473222;-0.407330419;-0.516978072;-0.691973135;-1.03
28.11.2001;-1.03;-0.697081952;-0.520364253;-0.410415447;-0.352486142;-0.329232456;-0.329232456;-0.352486142;-0.410415447;-0.520364253;-0.697081952;-1.03
29.11.2001;-1.03;-0.67190766;-0.4878554;-0.377102091;-0.319981118;-0.296860434;-0.296860434;-0.319981118;-0.377102091;-0.4878554;-0.67190766;-1.03
30.11.2001;-1.03;-0.676483629;-0.489751721;-0.379867515;-0.324493393;-0.302464645;-0.302464645;-0.324493393;-0.379867515;-0.489751721;-0.676483629;-1.03
1.12.2001;-1.03;-0.684417744;-0.49710602;-0.388014942;-0.333605234;-0.312081613;-0.312081613;-0.333605234;-0.388014942;-0.49710602;-0.684417744;-1.03
2.12.2001;-1.03;-0.684120299;-0.495742577;-0.386937002;-0.332991402;-0.311628715;-0.311628715;-0.332991402;-0.386937002;-0.495742577;-0.684120299;-1.03
3.12.2001;-1.03;-0.691236406;-0.503632639;-0.395121578;-0.341453379;-0.320213762;-0.320213762;-0.341453379;-0.395121578;-0.503632639;-0.691236406;-1.03
4.12.2001;-1.03;-0.619835225;-0.413539512;-0.296718812;-0.24105915;-0.217487708;-0.217487708;-0.24105915;-0.296718812;-0.413539512;-0.619835225;-1.03
5.12.2001;-1.03;-0.602205355;-0.387073798;-0.276672903;-0.228217208;-0.207521695;-0.207521695;-0.228217208;-0.276672903;-0.387073798;-0.602205355;-1.03
6.12.2001;-1.03;-0.58406914;-0.364022944;-0.261277516;-0.217541585;-0.198564589;-0.198564589;-0.217541585;-0.261277516;-0.364022944;-0.58406914;-1.03
7.12.2001;-1.03;-0.578667894;-0.359073255;-0.263857603;-0.224218366;-0.207110976;-0.207110976;-0.224218366;-0.263857603;-0.359073255;-0.578667894;-1.03
8.12.2001;-1.03;-0.51840471;-0.293327503;-0.199350324;-0.154155791;-0.133373555;-0.133373555;-0.154155791;-0.199350324;-0.293327503;-0.51840471;-1.03
9.12.2001;-1.03;-0.473370295;-0.255014435;-0.173617839;-0.130980087;-0.111452507;-0.111452507;-0.130980087;-0.173617839;-0.255014435;-0.473370295;-1.03
10.12.2001;-1.03;-0.474859931;-0.273079282;-0.203501781;-0.168693991;-0.153177434;-0.153177434;-0.168693991;-0.203501781;-0.273079282;-0.474859931;-1.03
11.12.2001;-1.03;-0.483130479;-0.290764201;-0.225058761;-0.193625126;-0.179710288;-0.179710288;-0.193625126;-0.225058761;-0.290764201;-0.483130479;-1.03
12.12.2001;-1.03;-0.497243578;-0.308566633;-0.243516998;-0.214033037;-0.201043696;-0.201043696;-0.214033037;-0.243516998;-0.308566633;-0.497243578;-1.03
13.12.2001;-1.03;-0.513525315;-0.325163168;-0.25918313;-0.230707645;-0.218278466;-0.218278466;-0.230707645;-0.25918313;-0.325163168;-0.513525315;-1.03
14.12.2001;-1.03;-0.530000239;-0.341102834;-0.273286434;-0.244951396;-0.23281332;-0.23281332;-0.244951396;-0.273286434;-0.341102834;-0.530000239;-1.03
